image,adult_males,subadult_males,adult_females,juveniles,pups,unknown
868.jpg,"[(934, 2015), (1218, 1393), (2070, 1108), (2052, 771), (2288, 670)]","[(923, 2743), (462, 2722), (471, 2694), (425, 2621), (2075, 1458), (2100, 935), (2277, 618), (1751, 459), (2323, 453), (2114, 432), (2360, 306)]","[(694, 2741), (577, 2721), (746, 2691), (590, 2675), (768, 2664), (705, 2643), (861, 2641), (812, 2623), (749, 2616), (703, 2611), (878, 2605), (735, 2591), (812, 2585), (922, 2562), (917, 2539), (933, 2526), (931, 2492), (1019, 2488), (638, 2482), (1140, 2407), (1137, 2383), (985, 2363), (1042, 2337), (1065, 2321), (1095, 2020), (1339, 1930), (1377, 1874), (1385, 1829), (1443, 1678), (1320, 1660), (1413, 1607), (1521, 1604), (1705, 1508), (1783, 1478), (1175, 1052), (1104, 1045), (1150, 1018), (1004, 1006), (1098, 989), (1087, 964), (1052, 932), (1316, 891), (1400, 868), (1213, 856), (1328, 833), (1401, 831), (2086, 815), (1350, 807), (2128, 769), (1396, 761), (1270, 739), (1364, 716), (1684, 666), (2237, 655), (1714, 578), (2104, 559), (1771, 557), (1764, 537), (1464, 489), (1834, 469), (1440, 463), (1849, 401)]","[(598, 2825), (590, 2809), (655, 2724), (696, 2716), (670, 2696), (709, 2679), (695, 2677), (654, 2662), (831, 2624), (860, 2607), (791, 2588), (835, 2580), (900, 2572), (955, 2567), (856, 2566), (1020, 2563), (822, 2555), (1014, 2547), (885, 2547), (849, 2546), (986, 2542), (1032, 2530), (894, 2528), (955, 2526), (982, 2524), (1000, 2516), (785, 2515), (895, 2508), (968, 2492), (1053, 2490), (1000, 2489), (1062, 2475), (1006, 2441), (1040, 2411), (955, 2348), (915, 2254), (929, 2243), (932, 2159), (917, 2137), (896, 2120), (919, 2109), (1167, 2033), (1181, 2011), (1158, 1953), (1415, 1766), (1342, 1752), (1314, 1736), (1394, 1670), (1473, 1654), (1397, 1639), (1368, 1636), (1569, 1588), (1517, 1579), (1590, 1578), (1608, 1567), (1548, 1567), (1581, 1540), (1603, 1535), (1746, 1481), (2120, 905), (2096, 905), (2052, 855), (1579, 824), (1807, 817), (1768, 803), (1721, 795), (1544, 783), (1998, 780), (1675, 759), (1523, 757), (1713, 736), (2156, 719), (1576, 715), (1680, 684), (1660, 660), (1697, 650), (1459, 641), (1662, 615), (1868, 571), (2230, 550), (1843, 548), (1867, 526), (1856, 499), (2248, 494), (1820, 460), (2240, 454), (1885, 425), (1788, 407), (2352, 357), (2335, 357), (2342, 344), (2322, 312), (2356, 268), (2329, 264)]",[],"[(0, 2317)]"
870.jpg,"[(4013, 1802), (4372, 650)]",[],"[(3276, 2854), (3709, 2087), (3789, 1451), (3958, 1044), (4488, 378), (4627, 185), (4316, 10)]",[],[],[]
871.jpg,"[(2788, 2376), (3151, 2232), (2421, 2078), (3500, 2028), (3100, 1999), (2420, 1949), (2136, 1479), (2954, 1476), (2187, 1468), (3494, 1437), (2167, 1302), (2713, 1044), (2364, 994), (2985, 873), (2010, 772), (2616, 597), (2274, 498), (2059, 428), (2863, 417), (2174, 256), (3209, 195), (2274, 113), (3092, 40)]","[(3385, 2233), (3528, 2151), (2459, 1527), (3149, 1516), (3198, 1334), (2859, 1258), (2096, 782), (2447, 629), (2643, 384), (2910, 135)]","[(2765, 2533), (2566, 2507), (2530, 2488), (2526, 2464), (2802, 2459), (2594, 2416), (2716, 2407), (2630, 2403), (2551, 2372), (2600, 2311), (2732, 2302), (2686, 2300), (2745, 2270), (2397, 2252), (2689, 2244), (2963, 2235), (3345, 2227), (3477, 2215), (2281, 2201), (2751, 2196), (3062, 2192), (3273, 2180), (2408, 2179), (2556, 2177), (2320, 2171), (3382, 2155), (2892, 2150), (2628, 2149), (2989, 2148), (2707, 2138), (2564, 2127), (3464, 2117), (3303, 2110), (3407, 2078), (2651, 2075), (2709, 2073), (2905, 2063), (3198, 2057), (2270, 2044), (2986, 2043), (3361, 2037), (2637, 2031), (2797, 2001), (2728, 1997), (3182, 1988), (2912, 1982), (2405, 1982), (2303, 1982), (3060, 1977), (3243, 1971), (3457, 1954), (2682, 1949), (2600, 1928), (2732, 1927), (3383, 1923), (3144, 1921), (2973, 1921), (2800, 1921), (3459, 1901), (3079, 1895), (3325, 1886), (3431, 1867), (2416, 1862), (3457, 1844), (2746, 1841), (2958, 1831), (3061, 1807), (2816, 1807), (3448, 1801), (3423, 1799), (2534, 1789), (3391, 1780), (3079, 1738), (2815, 1730), (3447, 1713), (2483, 1706), (2260, 1706), (2410, 1685), (3165, 1677), (3362, 1670), (2749, 1663), (3498, 1660), (3023, 1638), (3163, 1627), (3330, 1610), (3215, 1606), (3511, 1601), (3391, 1589), (3154, 1570), (3575, 1568), (3346, 1551), (3427, 1543), (3098, 1536), (2706, 1485), (3321, 1473), (2783, 1462), (3099, 1445), (3387, 1444), (2771, 1440), (3152, 1431), (3263, 1428), (3507, 1404), (3265, 1389), (3471, 1384), (2418, 1376), (3123, 1372), (3523, 1339), (3130, 1328), (3439, 1326), (2304, 1318), (3185, 1310), (2359, 1293), (2555, 1287), (3144, 1275), (3186, 1261), (2497, 1261), (2439, 1254), (2540, 1239), (3168, 1233), (3421, 1208), (3443, 1191), (2353, 1182), (2575, 1160), (3317, 1128), (2501, 1115), (3302, 1088), (2382, 1069), (3412, 1058), (2242, 1058), (3364, 1053), (2345, 1051), (1911, 1047), (2768, 988), (1959, 988), (2031, 987), (2304, 974), (2813, 971), (2054, 945), (1932, 940), (2974, 919), (2912, 916), (2295, 910), (1963, 896), (3041, 874), (2872, 873), (2421, 870), (1936, 865), (2856, 857), (2294, 848), (3079, 840), (1931, 840), (3140, 834), (1899, 825), (2844, 820), (1974, 819), (2235, 808), (2895, 802), (3036, 800), (2515, 793), (1956, 786), (2925, 760), (2463, 754), (2517, 748), (2359, 742), (3085, 728), (1959, 726), (2014, 720), (2544, 683), (2013, 668), (2330, 621), (2796, 600), (3095, 587), (2012, 580), (2978, 564), (2478, 510), (2768, 413), (2081, 389), (1985, 389), (2754, 364), (2831, 362), (2039, 356), (2709, 334), (2786, 304), (2085, 288), (2807, 263), (2383, 253), (2089, 240), (2530, 228), (2620, 180), (2122, 114), (2018, 112), (2383, 98), (2415, 27)]","[(2723, 2564), (2785, 2548), (2884, 2515), (2507, 2511), (2811, 2483), (2727, 2340), (2352, 2339), (2977, 2257), (2755, 2216), (3395, 2189), (2691, 2174), (3196, 2126), (2874, 2080), (3121, 2055), (3488, 1955), (3427, 1922), (2537, 1899), (3338, 1878), (3348, 1825), (3446, 1824), (2502, 1801), (3373, 1781), (3443, 1774), (3305, 1773), (3443, 1750), (3380, 1707), (2836, 1608), (2799, 1518), (3099, 1484), (3527, 1380), (3122, 1314), (2594, 1245), (3453, 1243), (3426, 1175), (2865, 1138), (3428, 1135), (3399, 1081), (1972, 915), (2333, 816), (2103, 340), (2095, 117), (2078, 117), (2410, 77)]","[(2829, 2474), (2523, 2446), (2710, 2439), (2647, 2385), (2638, 2347), (2534, 2345), (2660, 2302), (2378, 2274), (2739, 2250), (2935, 2233), (2294, 2216), (3377, 2215), (2576, 2209), (3511, 2197), (3318, 2189), (2294, 2170), (2658, 2155), (3317, 2119), (3059, 2108), (2573, 2107), (3484, 2106), (3335, 2064), (2702, 2054), (2806, 2039), (3006, 2033), (2878, 2016), (2643, 1995), (2704, 1994), (2370, 1974), (3443, 1970), (2319, 1969), (2901, 1962), (3041, 1960), (3348, 1947), (3227, 1946), (3126, 1913), (2722, 1909), (3054, 1900), (2586, 1899), (2221, 1899), (2808, 1897), (2659, 1886), (2954, 1859), (2447, 1845), (2764, 1844), (2935, 1816), (3117, 1812), (2526, 1810), (2893, 1794), (3021, 1776), (2722, 1765), (3174, 1752), (2810, 1752), (3085, 1751), (2491, 1718), (2285, 1705), (2627, 1696), (3147, 1682), (2764, 1682), (2883, 1677), (3481, 1667), (3039, 1647), (2878, 1643), (3497, 1615), (2879, 1614), (3177, 1607), (2729, 1599), (3225, 1595), (3562, 1589), (3190, 1574), (3078, 1572), (3219, 1569), (3397, 1562), (3235, 1537), (2709, 1501), (3301, 1477), (3079, 1426), (2650, 1425), (3174, 1420), (3415, 1390), (3159, 1372), (3397, 1371), (3311, 1370), (3091, 1367), (3066, 1363), (2493, 1342), (3183, 1334), (3113, 1330), (2330, 1313), (3073, 1293), (2474, 1283), (2519, 1281), (2379, 1281), (2550, 1258), (3135, 1255), (2478, 1242), (2522, 1225), (2614, 1197), (2376, 1188), (2661, 1162), (2596, 1145), (2533, 1139), (2552, 1137), (2547, 1116), (2404, 1110), (2432, 1102), (2265, 1086), (2366, 1047), (2340, 1036), (2259, 1015), (2763, 1010), (2571, 991), (1985, 982), (2329, 966), (2592, 954), (2817, 946), (2902, 945), (2577, 935), (2417, 921), (2436, 917), (1931, 913), (2636, 894), (2376, 894), (2618, 890), (2603, 885), (2826, 878), (2444, 866), (3045, 851), (2482, 851), (2285, 846), (2842, 839), (2500, 816), (3124, 797), (2327, 796), (2253, 793), (3028, 785), (2488, 763), (2937, 745), (2577, 733), (2375, 725), (2536, 720), (3218, 679), (2962, 679), (1982, 675), (3203, 674), (2364, 592), (1982, 587), (2961, 586), (2806, 583), (3118, 571), (2877, 542), (2829, 526), (2808, 504), (2762, 502), (2464, 491), (2747, 467), (2774, 433), (2126, 396), (2104, 391), (1974, 380), (2815, 354), (2766, 354), (2588, 315), (2806, 309), (2714, 307), (2108, 270), (2824, 248), (2642, 175), (2407, 140), (2034, 134), (2487, 99), (2073, 69)]",[]
872.jpg,"[(3981, 1345), (3281, 1280), (3181, 1067), (2987, 1054), (3829, 992), (3966, 879), (3388, 796)]","[(3566, 1208), (3674, 1178), (3431, 1104), (3111, 1102), (3474, 1087), (2931, 980), (3243, 887), (3501, 874), (3862, 788), (3278, 773), (3550, 717)]","[(1687, 3574), (4169, 1377), (3919, 1370), (3818, 1370), (3786, 1357), (3739, 1326), (3949, 1321), (3664, 1313), (4057, 1310), (3978, 1300), (3579, 1289), (3697, 1265), (3655, 1265), (3606, 1257), (3674, 1255), (3956, 1250), (3639, 1248), (3708, 1247), (4036, 1244), (3975, 1237), (3773, 1231), (3694, 1228), (3964, 1224), (3632, 1221), (3367, 1205), (3775, 1200), (3908, 1199), (3974, 1196), (3734, 1190), (4069, 1188), (3301, 1187), (3786, 1183), (3093, 1182), (3053, 1169), (3150, 1162), (3988, 1159), (4015, 1154), (3877, 1153), (3612, 1151), (3513, 1148), (2970, 1148), (3547, 1146), (3738, 1143), (3680, 1143), (2945, 1134), (3254, 1131), (3043, 1130), (3300, 1128), (3388, 1124), (4062, 1122), (3775, 1119), (3521, 1119), (2972, 1119), (3839, 1113), (3189, 1112), (4021, 1107), (3781, 1106), (3348, 1090), (3129, 1085), (3568, 1081), (3802, 1072), (3593, 1061), (3218, 1061), (3024, 1058), (3057, 1057), (3865, 1053), (3226, 1036), (3171, 1028), (3106, 1028), (3881, 1027), (3977, 1024), (3199, 1019), (3044, 1013), (3059, 1009), (3233, 1007), (3560, 1002), (4135, 999), (3894, 988), (3963, 987), (3049, 986), (3291, 984), (3138, 979), (2997, 975), (3217, 967), (4065, 965), (3889, 962), (3027, 962), (4126, 959), (3992, 958), (3977, 958), (3094, 953), (3039, 947), (3953, 942), (2954, 942), (3212, 939), (3991, 935), (3272, 931), (3289, 926), (3082, 922), (3055, 919), (3840, 918), (3135, 902), (4011, 899), (3903, 895), (3296, 895), (3077, 894), (2981, 893), (3855, 880), (3445, 869), (3155, 844), (3237, 842), (3503, 841), (3070, 839), (3101, 837), (3385, 827), (3328, 827), (3193, 819), (3524, 818), (3478, 815), (3363, 814), (3106, 812), (3777, 811), (3485, 773), (3346, 763), (3239, 756), (3080, 752), (3309, 749), (3529, 734), (3269, 709), (3258, 658), (3150, 641), (3258, 628)]","[(3946, 1405), (4013, 1376), (3603, 1294), (3884, 1258), (3569, 1249), (3176, 1245), (3146, 1239), (3108, 1237), (3242, 1199), (3375, 1186), (3608, 1181), (3830, 1175), (3391, 1159), (3914, 1120), (3606, 1103), (3242, 1101), (2875, 1099), (3092, 1053), (4130, 1036), (3527, 1025), (3000, 1013), (3019, 998), (3464, 991), (4142, 983), (4015, 973), (3433, 960), (4170, 954), (3074, 953), (3135, 948), (3893, 937), (3240, 932), (3201, 905), (4157, 863), (3304, 791), (3318, 727), (3252, 684)]",[],"[(2993, 2435), (2875, 2147), (3216, 1868)]"
873.jpg,"[(2275, 897)]",[],"[(2285, 2097), (2177, 2090), (1972, 2087), (2213, 2061), (2185, 2058), (2026, 2055), (2345, 2028), (2147, 2014), (2400, 1989), (2244, 1940), (1592, 1496), (1737, 1444), (1668, 1394), (1625, 1363), (1823, 1354), (1827, 1243), (1745, 1219), (2077, 1196), (2284, 1141), (2284, 1090), (1976, 1088), (2381, 1085), (2389, 1073), (2312, 1010), (2278, 931), (2324, 887), (2442, 842), (2464, 787), (2433, 707), (2376, 670)]","[(2195, 2116), (2022, 2100), (2164, 2098), (2081, 2095), (2151, 2082), (2128, 2074), (2148, 2071), (2254, 2068), (2013, 2064), (2098, 2058), (2082, 2041), (2181, 2032), (2082, 2030), (2221, 2027), (2175, 2021), (2429, 2015), (2290, 2014), (2263, 2011), (2315, 2006), (2245, 2004), (2169, 2002), (2121, 1994), (2358, 1991), (2278, 1973), (2265, 1946), (2211, 1943), (2277, 1913), (2245, 1909), (2297, 1896), (1784, 1494), (1587, 1471), (1727, 1461), (1780, 1455), (1594, 1389), (1611, 1372), (1657, 1369), (1842, 1354), (1556, 1330), (1819, 1269), (1742, 1250), (1536, 1250), (1796, 1237), (1736, 1230), (2018, 1228), (2041, 1215), (1758, 1200), (2062, 1196), (2031, 1188), (1782, 1177), (2240, 1174), (1882, 1173), (2191, 1153), (2293, 1126), (2156, 1118), (2232, 1094), (2096, 1087), (2048, 1084), (2299, 1079), (1959, 1068), (2151, 1065), (2145, 1052), (2297, 1043), (2332, 1028), (2380, 1006), (2236, 997), (2149, 993), (2152, 972), (2290, 963), (2375, 919), (2321, 917), (2312, 868), (2432, 866), (2448, 824), (2286, 810), (2296, 802), (2357, 653)]",[],[]
874.jpg,"[(1537, 3590), (3554, 3459), (3292, 3170), (2271, 3099), (2216, 2967), (2925, 2891), (2722, 2823), (2985, 2741), (3599, 2708), (3339, 2571), (1219, 2537), (2887, 2517), (1579, 2147), (2916, 2110), (3542, 2003), (2534, 1601), (2252, 1286), (2625, 1236)]","[(2536, 3494), (1742, 3248), (3133, 2918), (1705, 2663), (1886, 2322), (1665, 1550), (3453, 902)]","[(3861, 3586), (2422, 3557), (3971, 3530), (2385, 3519), (3831, 3515), (3891, 3428), (2594, 3323), (2633, 3287), (3495, 3142), (2885, 3130), (3566, 3018), (3316, 2835), (3832, 2787), (3333, 2777), (3400, 2737), (3372, 2653), (3450, 2633), (3640, 2547), (3423, 2542), (2306, 2404), (2960, 2320), (2907, 2313), (2447, 2294), (3817, 2288), (2953, 2283), (2318, 2255), (3221, 2237), (3876, 2231), (1407, 2222), (1341, 2206), (1279, 2197), (2303, 2196), (2277, 2188), (2854, 2177), (2921, 2173), (1413, 2173), (2378, 2145), (3474, 2130), (1336, 2049), (3229, 2035), (3154, 2025), (1695, 2014), (3400, 2012), (2197, 2001), (2247, 1998), (3402, 1994), (3367, 1988), (3644, 1986), (1353, 1986), (1396, 1972), (2307, 1970), (2709, 1969), (2160, 1959), (3538, 1954), (3401, 1950), (2240, 1949), (2181, 1939), (1615, 1937), (1368, 1931), (2134, 1927), (2278, 1915), (2340, 1881), (3613, 1877), (3548, 1877), (2382, 1867), (1378, 1864), (3350, 1862), (2218, 1855), (2884, 1844), (2216, 1822), (1709, 1816), (3635, 1812), (2389, 1803), (2153, 1802), (3414, 1783), (2653, 1775), (3348, 1767), (3165, 1743), (3245, 1729), (1582, 1726), (3680, 1713), (3107, 1702), (2429, 1685), (3431, 1680), (1614, 1664), (2199, 1660), (3328, 1648), (1689, 1644), (3604, 1633), (2207, 1622), (3332, 1620), (3573, 1585), (3241, 1585), (1738, 1576), (1683, 1575), (2406, 1558), (3047, 1553), (3598, 1550), (3119, 1546), (3071, 1546), (3548, 1512), (3245, 1510), (3177, 1469), (3218, 1443), (3004, 1441), (3157, 1438), (2547, 1423), (3458, 1393), (3364, 1386), (2964, 1344), (2783, 1319), (3060, 1309), (2986, 1275), (2900, 1274), (2794, 1208), (3297, 1189), (3106, 1150), (3176, 1130)]","[(3775, 3092), (3719, 3017), (3754, 2533), (1061, 2486), (1234, 2428), (1242, 2372), (1220, 2366), (1234, 2342), (1230, 2318), (2274, 2232), (2321, 2231), (2239, 2231), (3542, 2177), (3062, 2177), (1290, 2143), (1361, 2139), (1305, 2119), (1350, 2074), (2269, 2049), (1410, 2049), (1344, 2021), (1675, 2020), (1629, 2001), (3130, 1988), (1344, 1966), (2781, 1962), (2763, 1934), (1650, 1932), (1364, 1910), (1432, 1902), (2843, 1900), (1467, 1885), (3367, 1678), (3639, 1666), (1759, 1604), (2886, 1582), (1710, 1554), (3420, 1411), (3131, 1365), (3315, 1139), (3240, 1093), (3196, 1040), (3150, 979), (2965, 895), (2741, 836), (2505, 750), (2676, 740)]","[(3752, 3651), (2328, 3598), (3754, 3569), (3850, 3520), (2315, 3496), (3891, 3451), (2605, 3312), (2620, 3298), (2929, 3176), (3556, 3041), (2155, 2877), (3355, 2850), (3247, 2726), (3165, 2702), (3237, 2698), (3299, 2684), (3147, 2668), (3166, 2643), (3272, 2640), (3467, 2536), (2405, 2503), (2426, 2489), (2349, 2426), (2409, 2386), (2846, 2376), (2937, 2373), (1601, 2350), (2495, 2344), (1482, 2334), (2995, 2327), (2575, 2302), (2317, 2302), (1433, 2302), (3039, 2294), (3028, 2278), (3010, 2270), (1442, 2263), (3255, 2258), (2499, 2256), (3037, 2253), (2362, 2249), (2863, 2245), (3085, 2241), (1629, 2238), (2998, 2222), (2916, 2219), (3245, 2210), (3196, 2206), (2147, 2194), (2835, 2193), (3367, 2192), (3281, 2177), (3316, 2167), (2297, 2167), (3197, 2160), (3432, 2157), (3208, 2149), (3319, 2132), (3489, 2124), (3407, 2123), (2330, 2120), (2763, 2105), (3364, 2095), (3407, 2070), (3172, 2055), (2147, 1989), (2454, 1935), (2597, 1922), (3440, 1919), (2703, 1911), (2435, 1877), (2621, 1856), (3128, 1853), (2503, 1851), (3149, 1846), (3524, 1845), (3334, 1842), (3094, 1824), (1672, 1820), (2761, 1794), (1660, 1785), (3237, 1781), (3212, 1775), (2635, 1773), (2890, 1770), (3171, 1769), (2809, 1769), (3548, 1762), (3471, 1759), (3125, 1734), (3331, 1725), (2912, 1714), (3152, 1680), (2894, 1679), (3175, 1676), (2862, 1660), (3367, 1653), (3227, 1645), (3113, 1640), (3185, 1630), (3050, 1628), (3415, 1624), (2800, 1617), (3440, 1613), (2900, 1611), (3232, 1551), (2934, 1543), (3052, 1513), (2537, 1437), (2974, 1402), (3074, 1383), (2914, 1374), (2882, 1356), (2796, 1292), (3033, 1288), (2929, 1269), (3011, 1233)]",[]
875.jpg,"[(1807, 2601), (1804, 2498), (1929, 2298), (542, 304)]","[(2021, 2348), (1081, 1993), (1029, 1950), (961, 405), (302, 331), (1166, 246), (196, 219), (564, 165)]","[(1585, 2726), (1698, 2721), (1725, 2715), (1656, 2707), (1703, 2700), (1623, 2698), (1739, 2695), (1717, 2693), (1667, 2685), (1789, 2681), (1740, 2678), (1679, 2671), (1757, 2667), (1631, 2664), (1796, 2653), (1760, 2650), (1713, 2618), (1503, 2609), (1760, 2579), (1796, 2576), (1825, 2529), (1827, 2478), (1867, 2471), (1846, 2426), (1889, 2425), (1857, 2420), (1817, 2416), (1867, 2399), (1777, 2392), (1809, 2379), (1828, 2365), (1764, 2338), (1673, 2313), (1904, 2305), (2058, 2288), (1769, 2264), (1672, 2231), (1974, 2127), (1805, 2001), (1820, 1988), (1741, 1975), (1767, 1969), (1715, 1969), (1838, 1951), (1836, 1930), (1722, 1118), (1718, 1083), (1194, 896), (1902, 888), (1942, 863), (1313, 774), (1223, 769), (1108, 689), (1219, 653), (1286, 375), (714, 352), (163, 300), (785, 234), (774, 166), (735, 153)]","[(1558, 2709), (1530, 2701), (1505, 2691), (1774, 2565), (1865, 2443), (1779, 2358), (1922, 2350), (1711, 2233), (1693, 1980), (1891, 920), (376, 341), (460, 329), (514, 252), (750, 218)]",[],[]
876.jpg,"[(4389, 1185)]",[],[],[],[],[]
877.jpg,"[(2417, 2426)]","[(2249, 2430), (4763, 2151), (4646, 2118)]","[(1314, 2971), (1883, 2519), (1906, 2518), (2543, 2436), (2567, 2424), (2668, 2392), (2212, 2202)]","[(2229, 2244), (2108, 2116), (2120, 2092)]",[],[]
878.jpg,"[(4731, 998)]",[],"[(4749, 1109), (4765, 1069), (4662, 1068), (4707, 1064), (4630, 1045), (4669, 1044), (5072, 1036), (4790, 1034), (4867, 1013), (4693, 1010), (4837, 1001), (4915, 924), (4747, 922), (4798, 916), (5259, 902), (4903, 853)]","[(4912, 1144), (4985, 1143), (4957, 1142), (4865, 1116), (4791, 1101), (4912, 1086), (4674, 1083), (4806, 1069), (4723, 1067), (4689, 1065), (5021, 1054), (4592, 1054), (5061, 1004), (4609, 1001), (5065, 988), (4667, 988), (5099, 985), (4688, 985), (5005, 984), (5062, 973), (5148, 972), (4790, 965), (5086, 959), (5071, 951), (5098, 946), (5167, 941), (4850, 940), (4698, 935), (5154, 919), (4836, 902), (4788, 870), (4767, 869), (5046, 839), (5074, 833), (5096, 823), (5037, 813)]",[],"[(5247, 346)]"
879.jpg,[],[],"[(2664, 2063), (2589, 2046), (2801, 1995), (1787, 1990), (2846, 1970), (2540, 1944), (1758, 1934), (2646, 1892), (2581, 1825), (2658, 1799), (2708, 1779), (2659, 1749), (2603, 1722), (2483, 1711), (2474, 1645), (2564, 1594), (2173, 1567), (2542, 1543), (2388, 1534), (2201, 1500), (2605, 1493), (2794, 1479), (2484, 1401), (2247, 1359), (2564, 1316), (2357, 1232), (2431, 1224), (2430, 1191)]","[(2096, 2174), (2757, 2102), (2754, 2082), (2684, 2068), (1797, 2055), (2700, 2042), (2725, 2034), (2749, 2014), (1787, 2009), (2831, 1987), (1776, 1973), (2545, 1963), (2608, 1961), (2504, 1956), (2736, 1936), (1782, 1923), (2565, 1915), (2580, 1903), (2625, 1899), (2725, 1848), (2542, 1845), (2552, 1844), (2797, 1842), (2509, 1822), (2453, 1811), (2425, 1811), (2727, 1806), (2579, 1799), (2461, 1796), (2484, 1792), (2510, 1784), (2624, 1765), (2514, 1729), (2621, 1719), (2511, 1717), (2522, 1699), (2314, 1659), (2299, 1642), (2107, 1626), (2273, 1619), (2119, 1607), (2162, 1601), (2588, 1593), (2709, 1582), (2286, 1580), (2763, 1569), (2598, 1544), (2408, 1539), (2498, 1538), (2527, 1528), (2644, 1521), (2725, 1500), (2804, 1499), (2217, 1499), (2236, 1479), (2686, 1437), (2560, 1413), (2414, 1361), (2402, 1355), (2366, 1353), (2265, 1349), (2472, 1346), (2318, 1342), (2351, 1324), (2314, 1314), (2342, 1303), (2531, 1279), (2427, 1263), (2339, 1246), (2451, 1238), (2508, 1224), (2469, 1216), (2452, 1188), (2463, 1185), (2398, 1171)]",[],[]
880.jpg,"[(3518, 2617), (3782, 2524)]",[],"[(4008, 3076), (4040, 3053), (3941, 3050), (3981, 2934), (3839, 2835), (3779, 2772), (3332, 2569), (3619, 2431), (3565, 2330)]","[(3975, 2980), (3957, 2893), (3852, 2868), (3990, 2850), (3960, 2834), (3767, 2803), (3816, 2763), (3416, 2750), (3846, 2745), (3486, 2729), (3442, 2709), (3396, 2709), (3487, 2691), (3559, 2690), (3401, 2683), (3591, 2663), (3577, 2633), (3414, 2615), (3570, 2607), (3558, 2359), (3620, 2349), (3593, 2289), (3455, 2250)]",[],[]
